"122","uebersetzung","Übersetzungs- und Dolmetscherdienst","akuedo"
"124","hauptseminar","Hauptseminar (rechtswissenschaftliches)","rechtwiss"
"125","koelncampus","KölnCampus (Kölner Hochschulradio)","hochradio"
"126","campuswelle","Campuswelle Köln (Kölner Hochschulradio)","hochradio"
"127","europarecht","Europarecht (Recht der Europäischen Union)","rechteuropa"
"128","supplychainprod","Supply Chain Management und Produktion","allgbwlproduktion"
"129","empwisozentrum","Empirische Wirtschafts- und Sozialforschung (Zentrum)","zentrumempwiso"
"130","untfuehrung","Unternehmensführung und Logistik","allgbwlbetrplanung"
"132","blutspende","Blutspendezentrale","transfusion"
"133","sozialpsycho","Sozialpsychologie (WiSo-Fak.)","wisopsych"
"137","notfallmedizin","Notfallmedizin","zentralintensivnotfall"
"139","allgemeinmedizin","Allgemeinmedizin (Schwerpunkt)","schwerpunktam"
"140","lateinamerika","Lateinamerika (Lehr- und Forschungszentrum)","zentrumlateinamerika"
"141","publizistik","Publizistik (Geschichte)","geschpublizistik"
"142","islamwissenschaft","Islamwissenschaft (Orientalische Philologie)","arabistik"
"143","indophilo","Indonesische Philologie","malaiologie"
"144","dokuzentrumeuranwrecht","Dokumentationszentrum Europäisches Anwalts- und Notarrecht","europaanwrecht"
"145","forschungafrika","Forschungstelle Afrika","afrikaforschung"
"146","archafrika","Archäologie und Geschichte Afrikas","heinrbarth"
"149","seismo","Seismologische Station","erdbeben"
"151","fsk","FSK - Fachschafts-Konferenz","unifsk"
"152","kardiologie","Kardiologie","inneremed3"
"153","palaeontologie","Paläontologie","geologie"
"154","kosmochemie","Kosmochemie","mineralogie"
"155","hepatologie","Hepatologie und Gastroenterologie","gastroenter"
"156","wirtschaftsforschung","Wirtschaftsforschung, Labor","koelnlabwifo"
"158","rechtswissfak","Rechtswissenschaftliche Fakultät","jurfak"
"159","wirecht","Wirtschaftsrecht","buergrwirtschaft"
"160","internationwrecht","Internationales Wirtschaftsrecht","voelkerrechteuropa"
"161","vereinfoerderrechtswiss","Verein zur Förderung der Rechtswissenschaft","foerdervereinrechtswiss"
"162","prothetikzahn","Prothetik, zahnärztliche","zahnproth"
"163","berufswisopaed","Berufs-, Wirtschafts- und Sozialpädagogik","wisopaed"
"164","deutschdidaktik","Deutsche Sprache und ihre Didaktik","deutschsprachlit2"
"165","englischdidaktik","Englische Sprache und ihre Didaktik","englischsem2"
"166","geschphil","Geschichte und Philosophie","histsem2"
"167","sozialwissewf","Sozialwissenschaften (Humanwiss. Fak.)","vergleichendebildung"
"169","audiomz","Audiovisuelles Medienzentrum (AVMZ)","filmproduktion"
"170","antikekulturen","Antike Kulturen des Mittelmeerraumes (Lehr- und Forschungszentrum)","zentrumantikekulturen"
"171","intertranskult","Inter- und Transkulturelle Studien (Zentrum)","zentruminterkult"
"172","medienwisskoeln","Medienwissenschaften Köln (Zentrum)","zentrummedienwiss"
"173","mittelalterstudien","Mittelalterstudien (Zentrum)","zentrummittelalter"
"174","moderne","Moderneforschung (Zentrum)","zentrummoderne"
"175","osteuropa","Osteuropa (Zentrum)","zentrumosteuropa"
"177","vergleicheus","Vergleichende Europäische Studien (Zentrum)","zentrumvergleicheus"
"178","strafrechtausl","Strafrecht, ausländisches und internationales","auslrecht"
"179","verwaltungslehre","Verwaltungslehre, öffentliches Recht","oeffrechtverw"
"180","voelkereuroparecht","Völker- und Europarecht, Öffentliches Recht","oeffrechtvoelker"
"181","risikomanagement","Risikomanagement, Graduiertenkolleg","gradkolleg811"
"182","unternehmensentwicklung","Unternehmensentwicklung und Organisation","allgbwlorga"
"183","geschwisodv","Geschäftsstelle für Datenverarbeitungssysteme der WiSo Fakultät","wisoit"
"184","erziehungskultursoziologie","Erziehungs- und Kultursoziologie","soziologieewf"
"185","arbeitskreisportugallateinamer","Arbeitskreis Spanien-Portugal-Lateinamerika (ASPLA)","spanienportu"
"186","differentiellepsych","Differentielle Psychologie","sozialpsych2"
"187","innovativetechno","Innovative Technologien, Forschungsgruppe","betwinnovativ"
"188","allgbwlmarketing","Allgemeine Betriebswirtschaftslehre, Marketing and Marktforschung","marktforschg"
"189","careerservicesua","Career Service - Studierende & Arbeitswelt","studentarbeitswelt"
"190","voelkerk","Völkerkunde","ethnologie"
"191","nordphil","Nordische Philologie","skandinavistik"
"192","hoersaele","Hörsäle","zzhoersaele"
"193","arbeitsozialrecht","Arbeits- und Sozialrecht","deutscheurosozialrecht"
"194","europgesellschaftsrecht","Europäisches Gesellschaftsrecht","buergrhandel"
"198","paediatrischenephrologie","Pädiatrische Nephrologie, Immunologie und Hypertensiologie","kindernephro"
"199","experimentellewirtschaft","Experimentelle Wirtschaftsforschung","koelnlabwifo"
"200","fennistik","Fennistik","skandinavistik"
"201","strafrechtsvergleichung","Strafrechtsvergleichung (ISV)","strafrecht2"
"202","combinatorialoptimization","Combinatorial Optimization in Physics (Arbeitsgruppe)","emmynoether"
"203","paedagogikgehoerlose","Pädagogik der Gehörlosen und Schwerhörigen","didaktikgehoerlose"
"204","heilppsycho2","Heilpädagogische Psychologie (Prof. Nußbeck)","psychohpf2"
"205","hoersprachpaed","Hörgeschädigtenpädagogik","paedhoergeschaedigt"
"206","sprachgestpaed","Sprech- und Sprachgestörtenpädagogik","paedsprachstoerungen"
"207","lernbehpaed","Lernbehindertenpädagogik","sondererziehunglernbehindert"
"208","sozialearbeiterziehung","Soziale Arbeit und Erziehungshilfe","erziehungshilfesozarbeit"
"209","geistigbehpaed","Geistigbehindertenpädagogik","paedagogikdidaktikgeistigbeh"
"210","heilpmusik","Heilpädagogische Musikerziehung","musikerzhp"
"211","heilpkunst","Heilpädagogische Kunsterziehung/ -therapie","kunsterzhp"
"212","exzellenzcluster","Exzellenzcluster (CECAD)","cellularstress"
"213","forist","Forschungsstelle für interkulturelle Studien","interkultur"
"214","forges","Forschungsstelle für Gesundheitserziehung","gesunderz"
"216","mathenaturbildung","Mathematische und naturwissenschaftliche Bildung","zentrummathebildung"
"217","campusgruen","Campusgrün","gruenehsg"
"218","centeragingstudies","Center for Aging Studies (CEFAS)","centrumalternstudien"
"219","markenmanagement","Marketing und Markenmanagement","allgbwlmarkenmanagement"
"221","empsozialforschung","Empirische Sozialforschung (Zentralarchiv)","zentralarchivemp"
"222","managementgesundheitswesen","Management im Gesundheitswesen","allgbwlgesundheit"
"223","unternehmensfinanzen","Unternehmensfinanzen","allgbwlcf"
"224","schreibzentrumphilfak","Schreibzentrum (Phil.Fak.)","kompetenzzentrumschreiben"
"225","koerperbehpaed","Körperbehindertenpädagogik","paedagogikmenschenbeeintr"
"226","zentrumnetzwerkmedien","Zentrum Netzwerk Medien","netzwerkmedien"
"227","kinderjpsychotherapie","Kinder- und Jugendlichenpsychotherapie","ausbildungszentrumkjp"
"228","sprachrehabilitation","Sprachrehabilitation (Forschungsinstitut und Beratungsstelle)","forschsprachrehabilitation"
"231","zentrumquartaerforschung","Zentrum für Quartärforschung und Geoarchäologie","centerqsga"
"232","sozialrecht","Sozialrecht","deutscheurosozialrecht"
"235","lehrbereichdeutsch","Lehrbereich Deutsch als Fremdsprache","deutschalsfremdsprache"
"236","wohnheime","Wohnheime","studentheim"
"237","fortbildung","Fortbildung und Zusatzqualifizierung","weiterbildg"
"238","socrates","Socrates (Büro für Internationale Beziehungen, Med. Fak.)","zentrumintbezmed"
"239","ausbildungsfoerderung","Ausbildungsförderung","bafoeg"
"241","hoersaelemed","Hörsäle (Medizinische Fakultät)","zzmhoersaele"
"246","internationaleskollegmorphomat","Internationales Kolleg Morphomata","morphomata"
"247","audiopaedagogik","Audiopädagogik","didaktikgehoerlose"
"248","evaluationuni","Evaluation der Lehre ","lehrevaluation"
"249","theologiekath","Theologie, Katholische","katholtheol"
"250","sprachentwicklung","Sprachentwicklung und Sprachdidaktik (Forschungsstelle)","forschungsprachentwicklung"
"253","oekonometrie","Ökonometrie","wisostat"
"255","ilias","Ilias-Team","elearning"
"256","understandingapriori","Understanding and the Apriori (Emmy Noether Arbeitsgruppe)","emmynoetherphil"
"257","studiensozial","Studien- und Sozialangelegenheiten der Studierenden","besonderestudien"
"258","rechtstheorie","Rechtstheorie","buergrrechtstheorie"
"259","sprachwiss","Sprachwissenschaft","allgsprachwiss"
"260","wirtschaftlichestaatswiss","Wirtschaftliche Staatswissenschaften","centermacroeconomic"
"261","oeffrechtkirchenrecht","Öffentliches Recht und Kirchenrecht","kirchenrecht"
"262","macroeconomicresearch","Macro Economic Research Center","centermacroeconomic"
"263","zentralereinkauf","Zentraler Einkauf","verwuni33"
"265","ehumanities","eHumanities (Center)","colognecenterehumanities"
"267","lateinamerikakompetenznetz","Lateinamerika (Kompetenznetz)","kompetenznetzlateinamerika"
"268","makrooekonomikarbeitsmarkt","Makroökonomik und Arbeitsmarktökonomik","staatswiss4"
"270","verfassungsrecht","Verfassungsrecht, Völkerrecht und Rechtsvergleichung","ostrecht"
"272","frankreichstudien","Frankreich- und Frankophoniestudien (Interdisziplinäres Institut)","centruminterfrankreich"
"274","rechenzentrum","Rechenzentrum (RRZK)","regionalesrechenzentrum"
"275","theatreuniversitaire","Théâtre universitaire francophone de Cologne","projetsprojecteurs"
"276","skillslab","Skillslab und Simulationszentrum (KISS)","kiss"
"277","inetcampusgroup","INET Campus Group Cologne","studytour"
"278","pim","PIM & CEMS Club","cems"
"279","anatomie","Anatomie","zentrumanatomie"
"280","staatswissbib","Bibliothek des Staatswissenschaftlichen Seminars","volkswirtschaftbib"
"282","ostasiachina","Ostasiatisches Seminar - China-Studien","chinastudien"
"283","ostasiajapan","Ostasiatisches Seminar - Japanologie","japanologie"
"284","internatinvestitionsrecht","Internationales Investitionsrecht","internationalilcc"
"285","zahnchirurg","Zahnärztliche Chirurgie und Mund-, Kiefer- und Gesichtschirurgie","mundkgchirurgie"
"286","notaufnahme","Notaufnahme","zentralenotaufnahme"
"287","viszeral","Viszeral- und Gefäßchirurgie","allgemeinchirurgie"
"288","chirurgie","Chirurgie","allgemeinchirurgie"
"289","pressemed","Presse und Kommunikation (Klinikum)","kommunikationmed"
"290","mcm","MCM - Projekt Migration Campus Management","projektmigracampus"
"291","competenceelearning","CompetenceCenter E-Learning","elearning"
"293","musikethno","Musikethnologie, Europäische","ethnomusik"
"2","verwuni01","Abt. 01 Planung und Controlling",,"0221- 470 4718",,"http://verwaltung.uni-koeln.de/stabsstelle01/","150","2",,"1","1","1","1","1",,,,"0",,,"9","0","1"
"3","verwuni02","Abt. 02 Rechts-, Sicherheits, Umweltangelegenheiten",,"0221 - 470 4423","0221 - 470 5189","http://verwaltung.uni-koeln.de/organisation/stabsstelle_02/","142",NULL,,"1","1","1","1","1",,,,"9",,,"9","0","1"
"4","justitiariat","Justitiariat",,"0221 - 470 4423","0221 - 470 5189","http://verwaltung.uni-koeln.de/stabsstelle02.1/content/index_ger.html","142",NULL,,"1","1","0","0","1",,,,"9",,,"9","0","1"
"5","arbeitsumweltschutz","Arbeits- und Umweltschutz",,"0221 - 470 2874","0221 - 470 5139","http://verwaltung.uni-koeln.de/stabsstelle02.2/content/index_ger.html","325",NULL,,"1","1","0","0","1",,,,"9",,,"9","0","1"
"8","verwuni11","Abteilung 11 - Gremien- und sonstige akademische Angelegenheiten",,"0221 - 470 2209",,"http://strategy.uni-koeln.de/gremien__und_sonstige_akademische_angelegenheiten/index_ger.html","100","1","Nordflügel, Raum 1.207","1","1","1","1","1","j.brockfeld-mortag@verw.uni-koeln.de",,,"0",,,"9","0","1"
"10","verwmed122","DFS-Verwaltung (Dritt-/Fördermittel/Spenden)",,"0221 478-89130","0221 478-87752","https://medfak.uni-koeln.de/20169.html","12",NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"11","deutschalsfremdsprache","Deutsch als Fremdsprache (Lehrbereich)",,"0221 / 470-4437","0221 / 470-6718","http://verwaltung.uni-koeln.de/international/content/sprachkurse/lehrbereich_deutsch_als_fremdsprache/index_ger.html","102","-1",,"1","1","0","0","1","aaa.daf@verw.uni-koeln.de",,,"0",,,"9","0","1"
"13","akauslandsamt","International Office",,"0221 - 470 2382","0221 - 470 5016","http://verwaltung.uni-koeln.de/international/","102",NULL,,"1","0","0","0","1","aaa@verw.uni-koeln.de",,,"0",,,"9","0","1"
"14","verwmed13","Abt. 13 Leistungsabrechnung",,,,,NULL,NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"15","verwmed12","Abt. 12 Rechnungswesen",,,,"http://www.medizin.uni-koeln.de/verwaltung/dezernat1/abt12.shtml/",NULL,NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"20","besonderestudien","Besondere Studienangelegenheiten",,"0221 - 470 2344",,"http://verwaltung.uni-koeln.de/abteilung23/content/index_ger.html","102","0",,"1","1","0","0","1"," r.mueller@verw.uni-koeln.de",,,"0",,,"9","0","1"
"22","verwuni31","Abt. 31 Organisation und Revision",,"0221 - 470-4125",,"http://verwaltung.uni-koeln.de/abteilung31/content/index_ger.html","100","4","Bauteil 2","1","1","1","1","1",,,,"0",,,"9","0","1"
"23","verwmed31","Abt. 31 Bauherrenaufgaben TGA",,"0221 478-7775","0221 478-89222","http://cms.uk-koeln.de/dezernat3/content/e129/","5",NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"24","verwuni32","Abt. 32 Informationstechnologie",,"0221 - 470 4294",,"http://verwaltung.uni-koeln.de/abteilung32/content/index_ger.html","100","3","Bauteil 2","1","1","1","1","1",,,,"0",,,"9","0","1"
"25","verwmed32","Abt. 32 Objektmanagement",,"0221 478-86109","0221 478-86494","http://cms.uk-koeln.de/dezernat3/content/e129/","5",NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"26","verwuni33","Abt. 33 Einkauf",,"0221 - 470 2499",,"http://verwaltung.uni-koeln.de/abteilung33/content/index_ger.html","112","2",,"1","1","0","0","0",,,,"0",,,"9","0","1"
"27","verwmed33","Abt. 33 Sicherheitsmanagement",,"0221 478-5740","0221 478-5948","http://cms.uk-koeln.de/dezernat3/content/e129/","5",NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"28","verwuni34","Abt. 34 Innerer Dienst, Beihilfeservice",,"0221 - 470 4490",,"http://verwaltung.uni-koeln.de/abteilung34/content/index_ger.html","100",NULL,,"1","1","1","1","1",,,NULL,"0",,,"9","0","1"
"29","verwmed34","Abt. 34 Technischer Service",,"0221 478-6697","0221 478-86122","http://cms.uk-koeln.de/dezernat3/content/e129/","5",NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"30","verwuni41","Abt. 41 Personalhaushalt und Personalangelegenheiten",,"0221 470-4373","0221 470-5936","http://verwaltung.uni-koeln.de/abteilung41/content/index_ger.html","151",NULL,,"1","1","1","1","1",,,,"0",,,"9","0","1"
"31","verwuni42","Abt. 42 Personalentwicklung",,"0221 470-5464",,"http://verwaltung.uni-koeln.de/abteilung42/content/index_ger.html","124","1",,"1","1","1","1","1",,,,"0",,,"9","0","1"
"34","verwuni52","Abt. 52 Planen und Bauen",,,"0221 470-5130","http://verwaltung.uni-koeln.de/abteilung52/content/","171","2",,"1","1","1","1","1",,,,"0",,,"9","0","1"
"35","verwuni53","Abt. 53 Technisches Gebäudemanagement",,,"0221 470-5130","http://verwaltung.uni-koeln.de/abteilung53/content/","171","1",,"1","1","1","1","1",,,,"0",,,"9","0","1"
"36","verwuni54","Abt. 54 Infrastrukturelles Gebäudemanagement",,"0221 470-2868","0221 470-5037","http://verwaltung.uni-koeln.de/abteilung54/content/","815",NULL,,"1","1","1","1","1",,,,"0",,,"9","0","1"
"38","verwmed4","Geschäftsbereich 4 Personal und Organisation",,"0221 478-5241","0221 478-6781","http://intranet.uk-koeln.de/unternehmensbereiche/gb-personal/","1",NULL,,"1","1","1","1","1","Personal-info@uk-koeln.de",,,"0",,,"4","0","1"
"39","afrika","Institut für Afrikanistik und Ägyptologie","Afrikanistik und Ägyptologie","0221-470-3504","0221-470-5158","http://afrikanistik.uni-koeln.de","114",NULL,,"0","0","0","0","1",,"/phil-fak/afrikanistik/",,"0","phil_afrikanistik_n","phil_afrikanistik_a","3","0","1"
"41","akadlehrkrkhs","Akademische Lehrkrankenhäuser",,,,"http://www.medfak.uni-koeln.de/174.html",NULL,NULL,,"1","1","0","1","1",,,,"0",,,"4","0","1"
"42","akuedol","Akademischer Übersetzungs- und Dolmetscherdienst",,"0221 - 2829835",,"http://www.akuedo.de/","akuedo",NULL,,"1","0","0","0","1","info@akuedo.de",,,"9",,,"0","79","1"
"44","akip","AKiP: Ausbildungsinstitut für Kinder- und Jugendlichenpsychotherapie",,"0221 / 478-6346","0221 / 478-3888","http://www.akip.de/","780",NULL,,"0","0","0","0","1"," info@akip.de",,,"9",,,"4","0","1"
"45","allgbwlbank","Allgemeine Betriebswirtschaftslehre und Bankbetriebslehre",,"0221-470-4479","0221-470-2305","http://www.bankseminar.uni-koeln.de/","101a","6",,"1","1","0","0","1","jankowski@wiso.uni-koeln.de","/wiso-fak/bankseminar/",,"0","wiso_bankseminar_n","wiso_bankseminar_a","1","0","1"
"46","allgbwlbetrsteuer","Allgemeine Betriebswirtschaftslehre und Unternehmensbesteuerung",,"0221-470-5605","0221-470-5192","http://www.steuer.uni-koeln.de/","101a","1","Zimmer 121","1","1","0","0","1","steuer@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"47","allgbwlcontrolling","Allgemeine Betriebswirtschaftslehre und Controlling",,"470-4451","470-5012","http://www.controlling.uni-koeln.de/","101a","1",,"1","1","0","0","1","controlling@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"48","allgbwlcf","Allgemeine Betriebswirtschaftslehre und Unternehmensfinanzen",,"0221- 470 - 63 13",,"http://cf.uni-koeln.de/","211","2",,"1","1","0","0","1","gewand@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"49","allgbwlfinanz","Allgemeine Betriebswirtschaftslehre und Finanzierungslehre",,"0221-470-2714","0221-470-3992","http://www.finance.uni-koeln.de","101a","6",,"1","1","0","0","1","edith.diekmann@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"50","allgbwlgesundheit","Allgemeine Betriebswirtschaftslehre und Management im Gesundheitswesen",,"0221- 470 - 5417","0221- 470 - 5418","http://www.mig.uni-koeln.de/","185",NULL,,"0","0","0","0","1","mann@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"51","allgbwlmedien","Allgemeine Betriebswirtschaftslehre und Medienmanagement",,"0221-470-5364","0221-470-5300","http://www.mtm.uni-koeln.de/","411","2",,"0","0","0","0","1","dagmar.woester@uni-koeln.de",,,"9",,,"1","0","1"
"53","allgbwlpersonal","Allgemeine Betriebswirtschaftslehre und Personalwirtschaftslehre",,"0221-470-5887","0221-470-5078","http://www.pwl.uni-koeln.de/","102","3",,"1","0","0","0","1","pwl-sek@uni-koeln.de","/wiso-fak/pwl/",,"0","wiso_pwl_n","wiso_pwl_a","1","0","1"
"54","allgbwlproduktion","Allgemeine Betriebswirtschaftslehre, Supply Chain Management und Produktion",,"0221-470-5726","0221-470-5140","http://www.scmp.uni-koeln.de/","101b","0","R 066","1","1","0","0","1","scmp@wiso.uni-koeln.de","/wiso-fak/spw/",,"0","wiso_spw_n","wiso_spw_a","1","0","1"
"55","allgbwlwipruefung","Allgemeine Betriebswirtschaftslehre und Wirtschaftsprüfung",,"0221-470-2360","0221-470-5165","http://www.treuhand.uni-koeln.de/10348.html","101b","0","R 59","1","1","0","0","1","petrovic@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"57","allgbwlbetrplanung","Allgemeine Betriebswirtschaftslehre, Unternehmensführung und Logistik",,"0221-470-4316","0221-470-5007","http://www.spl.uni-koeln.de/","101a","3",,"1","1","0","0","1","spl@wiso.uni-koeln.de","/var/local/ukweb/spl/",,"1",,,"1","0","1"
"58","allgbwlhandel","Allgemeine Betriebswirtschaftslehre, Handel und Kundenmanagement",,"0221-470-5751","0221-470-5191","http://www.reinartz.uni-koeln.de/","101a","4",,"1","1","0","0","1","goltz@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"59","allgbwlscm","Allgemeine Betriebswirtschaftslehre, Supply Chain Management und Management Science",,"0221-470-7935",,"http://www.wiso.uni-koeln.de/scmms/","101a","2",,"1","1","0","0","1","scmms-info@uni-koeln.de",,,"0",,,"1","0","1"
"60","allgbwlorga","Allgemeine Betriebswirtschaftslehre, Unternehmensentwicklung und Organisation",,"0221-470-2458","0221-418946","http://uo.uni-koeln.de/","211","3","Raum 3.12","1","1","0","0","1","pyka-kroenes@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"61","allgdidaktik","Allgemeine Pädagogik und Didaktik der Grundschule",,"0221-470-1807","0221-470-1815","http://www.hf.uni-koeln.de/30561","825","2",,"0","0","0","0","1","barbara.nyssen@uni-koeln.de",,,"9","ew_paedagogik_n","ew_paedagogik_a","6","0","1"
"62","allgheilpaed","Allgemeine Heilpädagogik, Sozialpädagogik",,"0221 - 470-2005","0221 - 470-5103","http://www.hf.uni-koeln.de/30043","214",NULL,,"0","0","0","0","1","seminarbuero-ahp@uni-koeln.de",,,"9",,,"6","0","1"
"63","allgkinder","Kinder- und Jugendmedizin",,"+49(0) 221 478-84712",,"http://kinderklinik.uk-koeln.de/",NULL,NULL,,"0","0","0","0","1",,,,"0",,,"4","0","1"
"64","allgkunsthist","Allgemeine Kunstgeschichte",,"0221 / 470 - 2362","0221 / 470 - 5044","http://khi.phil-fak.uni-koeln.de/7786.html","155",NULL,,"0","1","0","0","1","elke.herberhold@uni-koeln.de","/phil-fak/khi/",,"0","phil_khi_n","phil_khi_a","3","0","1"
"66","allgpsycho","Allgemeine Psychologie II",,"0221 470-2002",,"http://www.hf.uni-koeln.de/31582","210a",NULL,,"0","0","0","0","1","christian.unkelbach@uni-koeln.de",,,"0",,,"6","0","1"
"68","altegesch","Alte Geschichte",,"+49 (0)221/470 5733","+49 (0)221/470 1918","http://alte-geschichte.phil-fak.uni-koeln.de/","103","4",,"0","1","0","0","1",,"/phil-fak/ifa/altg/",,"0","phil_ifa_n","phil_ifa_a","3","0","1"
